title,nb_reviews,nb_positives,nb_negatives,score_moyen,keywords
Strangers on a Train,2,1,1,0.0,"bruno, guy, wants, haines, wife, strangers, train, athlete, crime, rid"
Stuart Little,1,1,0,0.15,"film, good, sweetness, feel, children, room, like, family, little, mouse"
Submarine,1,1,0,0.2,"well, next, way, roberts, us, door, quite, never, craig, brings"
Suburbicon,2,2,0,0.17,"film, us, story, like, impeccable, family, political, fails, tension, always"
Suffragette,3,3,0,0.2,"women, story, film, movie, good, still, within, historical, years, thought"
Sully,5,4,0,0.19,"film, sully, sullenberger, hanks, hudson, plane, well, good, eastwood, captain"
Sunrise: A Song of Two Humans,2,2,0,0.17,"really, day, much, done, 1927, story, human, character, might, one"
Sunset Blvd.,6,6,0,0.32,"film, swanson, best, silent, star, one, films, gloria, us, script"
Sunshine Cleaning,1,1,0,0.14,"cleaning, film, sunshine, actually, like, great, two, sisters, plays, rose"
Super Troopers,1,1,0,0.08,"im, ive, made, clear, multiple, prior, occasions, dont, care, american"
Superbad,3,3,0,0.19,"movie, really, good, funny, watch, story, get, recommend, ive, times"
Suzume no Tojimari,2,2,0,0.26,"story, suzume, door, though, world, cat, animation, bit, encounters, find"
Sweet Home Alabama,1,1,0,0.21,"sweet, home, film, alabama, alabamas, country, charm, gives, good, flavor"
Swimming Pool,1,1,0,0.17,"swimming, pool, like, sagnier, rampling, sarah, publishers, julie, way, shes"
Swingers,1,1,0,0.16,"film, characters, friends, men, lot, good, see, actors, drink, dialogue"
Swiss Army Man,2,2,0,0.16,"film, good, young, though, two, weirdest, journey, watching, alone, makes"
Sydney White,2,2,0,0.2,"white, modern, snow, fun, good, watch, job, characters, amanda, bynes"
"Synecdoche, New York",1,1,0,0.17,"film, emotion, life, existence, it’s, fiction, reality, even, truly, everything"
T2 Trainspotting,3,3,0,0.17,"film, first, characters, would, one, well, cast, good, sequel, together"
Take Shelter,3,2,1,0.06,"family, quite, watch, times, whilst, also, love, something, would, take"
Tammy,1,1,0,0.14,"movie, story, like, film, would, next, found, actress, screenplay, one"
Tangled,4,4,0,0.24,"really, movie, like, disney, princess, also, animal, watch, wasnt, characters"
Taxi Driver,4,4,0,0.1,"travis, one, de, new, campaign, york, niro, presidential, driver, many"
Team America: World Police,2,2,0,0.18,"quite, really, team, thing, ever, put, america, paris, one, decides"
Ted,3,3,0,0.11,"ted, und, die, movie, den, nicht, mit, „ted“, hat, der"
Ted 2,2,2,0,0.12,"ted, one, film, first, like, it’s, sequel, movie, better, story"
Teen Wolf,1,1,0,0.11,"plays, released, teen, town, james, school, neighborhood, griffin, film, movie"
Teri Baaton Mein Aisa Uljha Jiya,1,1,0,0.15,"film, shahid, ai, akhiyaan, whacky, lacking, charm, music, gulaab, tum"
Tetris,5,5,0,0.15,"story, film, tetris, game, really, fun, much, good, bit, one"
That Awkward Moment,2,2,0,0.2,"movie, like, life, three, girls, watch, awkward, great, dating, thats"
That Thing You Do!,1,1,0,0.22,"film, role, tom, fame, good, hanks, project, world, group, time"
That's My Boy,2,2,0,0.1,"movie, sex, sandler, comedy, make, watch, adam, fans, incest, statutory"
The Accountant,4,4,0,0.27,"film, action, one, without, interesting, accountant, like, get, character, us"
The Addams Family,4,2,2,-0.1,"addams, movie, family, version, like, things, kids, show, new, animated"
"The Adventures of Priscilla, Queen of the Desert",2,2,0,0.19,"film, one, three, us, transsexual, opposite, journey, desert, make, pearce"
The African Queen,3,3,0,0.15,"film, africa, german, british, river, african, bogart, hepburn, huston, good"
The Age of Adaline,2,2,0,0.24,"movie, good, time, kind, tale, every, fantasy, theme, like, ending"
The Apartment,4,3,0,0.26,"film, good, best, jack, year, way, script, performance, lemmon, really"
The Apprentice,4,4,0,0.18,"strong, one, film, donald, stan, man, performances, life, rise, trump"
The Art of Racing in the Rain,1,1,0,0.3,"movie, old, dog, films, enzo, end, life, modern, ever, cant"
The Back-up Plan,1,1,0,0.36,"movie, like, baby, mama, kind, alright, mean, jlo, looked, amazing"
The Bad Guys,6,6,0,0.28,"animation, movie, bad, guys, despite, really, almost, story, make, look"
The Banshees of Inisherin,6,6,0,0.17,"film, one, farrell, gleeson, banshees, story, keoghan, colm, two, mcdonagh"
The Beach,3,3,0,0.28,"film, paradise, great, story, perfect, beautiful, away, would, robert, carlyle"
The Beguiled,2,2,0,0.27,"one, war, drama, film, civil, girls, well, nice, best, would"
The Best Exotic Marigold Hotel,3,3,0,0.32,"film, one, movie, comedy, characters, start, every, lives, hotel, bit"
The Best of Me,1,1,0,0.04,"romance, one, away, film, failed, high, school, later, based, story"
The Big Chill,2,2,0,0.14,"big, college, one, south, carolina, old, “the, watched, years, include"
The Big Lebowski,3,3,0,0.25,"one, bridges, john, goodman, good, like, also, bit, help, she’s"
The Big Short,3,3,0,0.16,"film, many, big, cast, deeply, like, global, technical, us, details"
The Big Sick,5,4,1,0.16,"story, movie, kumail, life, film, real, emily, watch, even, good"
The Big Sleep,4,4,0,0.23,"film, bogart, bacall, like, script, story, would, us, much, films"
The Bikeriders,6,6,0,0.15,"film, club, hardy, butler, story, motorcycle, narrative, benny, characters, austin"
The Black Dahlia,2,1,1,-0.02,"film, de, palma, noir, like, vaguely, lot, people, black, dahlia"
The Blind Side,1,1,0,0.14,"blind, side, story, stands, sandra, movie, surprises, heartfelt, emotional, meaningful"
The Blue Lagoon,2,2,0,0.12,"dont, like, story, oh, film, even, people, related, could, maybe"
The Bodyguard,1,1,0,0.21,"well, houston, acted, pretty, made, romancethriller, two, charismatic, performances, costner"
The Bone Collector,5,5,0,0.13,"washington, denzel, jolie, one, cop, performances, angelina, crime, thriller, bone"
The Book of Eli,3,3,0,0.15,"film, eli, like, really, book, absolutely, good, gary, oldman, know"
The Boss Baby,3,3,0,0.18,"film, good, baby, love, story, still, one, us, children, like"
The Bounty Hunter,3,2,0,0.15,"even, watch, doesnt, fan, either, one, first, time, two, funny"
The Boy Who Harnessed the Wind,1,1,0,0.13,"father, young, man, film, familys, william, old, lives, family, found"
The Boy in the Striped Pajamas,1,1,0,0.23,"though, sure, good, way, film, arent, david, one, convinced, greatly"
The Break-Up,1,1,0,0.44,"ha, time, movie, definitely, remember, watching, first, came, dvd, thought"
The Breakfast Club,5,3,2,0.07,"breakfast, club, five, john, hughes, like, detention, school, movie, film"
The Broken Circle Breakdown,1,1,0,0.1,"quite, little, faith, story, approaches, reminded, lot, times, walk, line"
The Bucket List,1,1,0,0.1,"film, measure, nicholson, freeman, two, bucket, list, people, jack, morgan"
The Butterfly Effect,2,2,0,0.06,"time, quite, cut, kutcher, life, back, change, butterfly, effect, directors"
The Cable Guy,2,1,1,0.06,"carrey, cable, also, guy, one, dark, comedy, stiller, internet, movies"
The Call,1,1,0,0.12,"berry, breslin, call, thriller, good, it’s, anderson, time, better, one"
The Call of the Wild,6,5,1,0.11,"dog, buck, –, ford, like, cgi, wild, story, becomes, film"
The Campaign,1,1,0,0.06,"watch, better, politics, jokes, land, boring, wont, recommend, watching, irrestitable"
The Cat in the Hat,5,3,2,-0.1,"cat, kids, movie, watch, hat, much, even, mike, dont, good"
The Change-Up,1,1,0,0.14,"probably, body, swap, movie, humor, watch, ever, think, fun, great"
The Choice,1,1,0,0.05,"film, find, good, even, romance, bad, could, actor, say, many"
The Christmas Chronicles,4,4,0,0.16,"russell, santa, movie, still, kurt, film, watch, like, one, jail"
The Cider House Rules,1,0,1,-0.01,"rules, homer, abortion, credentials, orphanage, larch, like, people, maine, cider"
The Cobbler,1,1,0,0.17,"movie, perspective, adam, sandler, recent, director, one, otherwise, go, concept"
The Courier,3,3,0,0.32,"cumberbatch, performance, also, doesnt, well, cold, war, worth, far, ninidze"
The Covenant,8,6,2,0.15,"film, story, war, us, well, action, afghanistan, kinley, ahmed, movie"
The Croods,1,1,0,0.39,"love, movie, find, coming, back, one, great, animation, cool, creatures"
The Curious Case of Benjamin Button,2,2,0,0.2,"movie, one, flaw, born, old, since, benjamin, man, would, story"
The Curse of the Were-Rabbit,1,1,0,0.26,"new, bit, would, really, “wallace”, try, problem, well, never, going"
The DUFF,2,2,0,0.23,"movie, good, watch, duff, high, school, teen, girl, concept, film"
The Danish Girl,3,3,0,0.2,"film, good, would, well, character, better, us, think, even, movie"
The Darjeeling Limited,1,1,0,0.37,"really, enjoyable, know, overrate, anderson, films, highly, enjoy, visual, sensibility"
The Dark Knight,16,14,2,0.23,"batman, movie, dark, one, joker, good, knight, best, bale, film"
The Death of Stalin,3,3,0,0.28,"power, one, human, grab, would, go, people, comedy, cunning, clowns"
The Departed,3,3,0,0.21,"scorsese, check, martin, departed, one, remakes, director, nicholson, damon, mark"
The Descendants,3,3,0,0.13,"film, family, good, way, hawaiian, movie, well, one, really, times"
The Devil Wears Prada,3,3,0,0.25,"much, film, cast, streep, emily, meryl, anne, hathaway, blunt, wouldnt"
The Devil Wears Prada 2,2,2,0,0.18,"new, runway, emily, made, miranda, andy, often, original, work, magazine"
The Dig,2,2,0,0.24,"movie, film, based, also, edith, pretty, mulligan, true, dig, characters"
The Dilemma,1,0,1,-0.05,"cringe, 😬, billed, comedy, entirely, devoid, humor, uncomfortable, beginning, end"
The Dirt,1,1,0,0.17,"“the, also, band, it’s, music, movie, rock, one, entertaining, biopics"
The Disaster Artist,1,1,0,0.29,"movie, better, would, recommend, maybe, quite, year, led, believe, hey"
The Drama,3,3,0,0.25,"little, one, might, us, much, that’s, film, emma, zendaya, pattinson"
The Dreamers,1,1,0,0.07,"matthew, relationship, way, sex, end, film, paris, springtime, 1968, students"
The Dressmaker,2,2,0,0.3,"movie, feel, aussie, time, back, town, fantastic, kate, good, like"
The Drop,2,2,0,0.18,"hardy, something, roskam, bob, crime, much, time, drop, lehane, story"
The Duchess,2,2,0,0.2,"good, georgiana, film, duke, work, period, historical, one, lady, foster"
The Edge of Seventeen,3,3,0,0.19,"film, teen, life, good, movie, recommend, time, friend, films, fine"
The Elephant Man,2,2,0,0.11,"merrick, john, film, london, hopkins, elephant, bancroft, beauty, anthony, help"
The Fall,2,2,0,0.3,"quite, young, stories, great, though, roy, hospital, pretty, much, alexandria"
The Fall Guy,9,7,2,0.13,"film, action, movie, good, gosling, blunt, well, fall, stunt, cinema"
The Family Stone,1,1,0,0.36,"family, made, youll, fun, entertaining, predictable, christmas, based, romantic, comedy"
The Farewell,4,4,0,0.2,"film, lie, nai, family, grandmother, premise, see, chinese, cancer, wedding"
The Father,8,8,0,0.17,"anthony, hopkins, film, zeller, dementia, one, father, doesnt, anne, like"
The Fault in Our Stars,4,4,0,0.25,"movie, story, two, people, teen, also, movies, well, quite, cancer"
The Favourite,6,6,0,0.18,"film, one, lanthimos, abigail, sarah, favourite, women, characters, anne, also"
The Fighter,2,2,0,0.26,"story, two, brothers, really, one, christian, bale, true, also, great"
The Finest Hours,3,3,0,0.22,"film, good, much, like, real, nothing, story, especially, acceptable, event"
The Five-Year Engagement,1,1,0,0.18,"movie, one, life, watch, probably, depressing, romantic, comedies, alison, brie"
The Florida Project,4,4,0,0.21,"film, much, american, prince, people, dont, “bobby”, “halley”, daughter, though"
The Founder,3,3,0,0.16,"film, mcdonalds, story, one, good, company, kroc, us, brothers, like"
The Fountain,5,5,0,0.3,"scifi, film, time, like, fountain, way, best, aronofskys, full, buy"
"The French Dispatch of the Liberty, Kansas Evening Sun",6,6,0,0.36,"wes, anderson, french, well, one, movie, film, watching, much, like"
The Frighteners,3,2,1,0.09,"jacksons, frighteners, fox, peter, comedy, plot, michael, j, ghosts, spirit"
The Frozen Ground,3,2,1,0.1,"movie, really, hansen, vanessa, hudgens, cusack, like, one, story, killer"
The Fugitive,2,2,0,0.24,"ford, us, harrison, tommy, lee, jones, kimble, minutes, dam, like"
The Full Monty,3,3,0,0.23,"film, british, comedy, full, monty, one, wilkinson, soundtrack, time, well"
The Game,1,1,0,0.35,"anything, game, one, david, finchers, lesser, known, films, made, right"
The Gentlemen,5,5,0,0.23,"film, gentlemen, ritchie, movie, fletcher, –, ray, one, much, pearson"
The Ghost Writer,2,1,1,0.03,"well, political, also, thriller, remote, parallels, real, world, prime, minister"
The Gift,4,4,0,0.15,"edgerton, simon, gordon, good, well, could, film, joel, acting, ‘the"
The Girl on the Train,5,3,2,0.09,"film, like, one, characters, good, story, also, emily, blunt, mystery"
The Giver,2,2,0,0.25,"movie, film, bridges, streep, story, get, minutes, isnt, narrator, like"
The Godfather,6,6,0,0.4,"film, movie, godfather, best, family, brando, corleone, ever, marlon, it’s"
The Godfather Part II,4,3,1,0.16,"story, first, family, movie, godfather, also, new, keep, poorly, even"
The Gold Rush,1,1,0,0.08,"even, big, keep, chaplin, larsen, along, loads, despite, fact, minus"
The Good Liar,2,2,0,0.24,"performances, mirren, reveal, enjoy, reading, spoilerfree, reviews, please, follow, blog"
The Good Nurse,3,2,1,0.1,"story, chastain, redmayne, little, good, nurse, true, jessica, eddie, see"
The Goonies,6,6,0,0.26,"kids, fun, one, richard, still, story, movie, adventure, treasure, goonies"
The Graduate,2,2,0,0.2,"film, hoffman, bancroft, love, dustin, well, young, characters, time, today"
The Grand Budapest Hotel,2,2,0,0.22,"gustave, one, films, wes, andersons, hotel, h, old, story, well"
The Great Dictator,2,2,0,0.5,"great, chaplin, dictator, war, film, comedy, chaplins, nazi, public, also"
The Great Gatsby,5,3,2,-0.0,"still, well, novel, story, film, movie, didnt, relate, could, way"
The Greatest Showman,6,5,1,0.25,"movie, good, musical, songs, really, role, barnum, pretty, one, hugh"
The Green Knight,5,4,1,0.1,"knight, green, film, gawain, patel, lowery, dev, movie, also, first"
The Grey,4,4,0,0.1,"film, ottway, good, movie, wolves, us, neeson, crash, go, believe"
The Grinch,6,4,2,0.11,"grinch, movie, see, made, even, animation, time, part, story, think"
The Guard,2,1,1,0.06,"cop, though, film, well, enjoying, life, say, one, gleeson, much"
The Guernsey Literary & Potato Peel Pie Society,1,1,0,0.27,"story, characters, book, movie, cast, great, juliet, high, quality, period"
The Guilty,4,2,2,0.03,"joe, one, film, guilty, know, movie, gyllenhaal, story, 911, call"
The Hangover Part II,1,1,0,0.18,"movie, wasnt, sure, excited, see, loved, hangover, part, 1, sometimes"
The Hateful Eight,9,8,1,0.13,"film, eight, hateful, tarantino, movie, quentin, like, jackson, would, western"
The Haunted Mansion,2,2,0,0.18,"good, watch, movie, stamp, evers, eddie, murphy, amount, mansion, haunting"
The Help,4,4,0,0.33,"book, film, white, story, –, women, black, aibileen, quite, little"
The Hitman's Bodyguard,6,5,0,0.18,"film, one, good, michael, jackson, another, bodyguard, reynolds, two, darius"
The Holdovers,11,9,2,0.17,"like, one, film, it’s, giamatti, feels, viewers, heartwarming, paul, characters"
The Holiday,2,2,0,0.16,"movie, awkward, two, issue, think, though, character, version, lot, like"
The House Bunny,1,1,0,0.28,"good, watch, white, fun, movie, really, would, recommend, modern, retelling"
The House with a Clock in Its Walls,3,2,1,0.04,"film, particularly, young, films, like, good, house, great, black, horror"
The Hunchback of Notre Dame,2,2,0,0.22,"quasimodo, frollo, phoebus, well, notre, love, hulce, good, hunchback, film"
The Hundred-Foot Journey,1,1,0,0.17,"puri, french, old, building, dame, helen, dayal, om, family, forced"
The Hustle,4,0,4,-0.07,"remake, story, dirty, rotten, scoundrels, like, pretty, point, gender, swapped"
The Idea of You,5,4,1,0.2,"love, film, full, review, anne, hathaway, nicholas, movie, idea, michael"
The Illusionist,3,3,0,0.37,"eisenheim, film, good, movie, worth, illusionist, burger, magic, story, time"
The Imaginarium of Doctor Parnassus,1,1,0,0.5,"element, movie, performance, fantasy, could, watched, didnt, well, amazing, show"
The Imitation Game,4,4,0,0.39,"turing, alan, well, story, movie, really, benedict, cumberbatch, cast, would"
The Inbetweeners Movie,1,1,0,0.1,"four, resort, still, film, tv, young, good, greek, lots, women"
The Incredible Burt Wonderstone,2,2,0,0.27,"magicians, steve, olivia, burt, magician, love, review, carell, jim, carrey"
The Infiltrator,1,1,0,0.19,"game, story, film, mistake, undercover, among, one, two, scenes, year"
The Intern,4,3,0,0.17,"movie, world, film, de, niro, family, intern, one, best, think"
The Internship,1,1,0,0.43,"great, movie, well, done, film, show, super, old, boss, doesnt"
The Iron Lady,1,1,0,0.1,"style, streep, thatcher, life, little, career, told, way, retrospective, meryl"
The Karate Kid,4,4,0,0.22,"karate, film, daniel, good, macchio, shue, morita, ralph, pat, mother"
The Kid,3,3,0,0.21,"chaplin, coogan, film, little, movie, two, kid, years, one, —"
The Kids Are All Right,1,1,0,0.27,"film, two, “gay, friendly”, manages, causes, never, question, new, strongly"
The King of Comedy,4,3,1,0.12,"pupkin, de, jerry, niro, lewis, rupert, could, film, get, even"
The King's Speech,3,3,0,0.36,"film, speech, logue, best, firth, kings, seidler, rush, see, two"
The Ladykillers,1,1,0,0.05,"even, films, way, lady, original, story, ought, never, remade, many"
The Lake House,1,1,0,0.07,"really, quite, speed, bullock, reeves, movie, part, story, characters, pointless"
The Last King of Scotland,3,3,0,0.13,"amin, film, one, uganda, also, he’s, amins, character, get, good"
The Last Picture Show,3,3,0,0.14,"town, teens, life, bridges, little, sex, years, film, young, drama"
The Laundromat,3,3,0,0.09,"like, film, scheme, oldman, banderas, little, people, story, subject, feel"
The Life Aquatic with Steve Zissou,1,1,0,0.02,"life, much, bit, murray, search, “zissou”, aquatic, wilson, giant, shark"
The Lincoln Lawyer,1,1,0,0.33,"good, thriller, round, script, performance, suit, matthew, mcconaughey, nothing, object"
The Lion King,7,5,2,0.12,"one, score, lion, don’t, remake, original, film, it’s, even, people"
The Little Things,9,8,1,0.09,"film, movie, washington, leto, denzel, joe, jared, jim, crime, characters"
The Lizzie McGuire Movie,1,1,0,0.14,"show, liking, film, lizzie, decent, watch, emlizzie, mcguireem, television, younger"
The Lobster,4,4,0,0.18,"movie, film, way, good, best, entire, one, enjoyed, still, another"
The Longest Ride,2,1,1,-0.05,"film, end, like, love, romance, movie, story, couple, still, young"
The Longest Yard,1,1,0,0.18,"film, sandler, box, mean, burt, reynolds, segal, adam, one, gridiron"
The Lorax,5,2,2,-0.07,"lorax, movie, story, message, world, way, character, one, im, tell"
The Lord of the Rings: The Fellowship of the Ring,10,10,0,0.19,"like, film, fellowship, tolkien, fantasy, two, tolkien’s, one, –, ring"
The Lord of the Rings: The Return of the King,7,7,0,0.18,"trilogy, story, jackson, end, books, rings, aragorn, frodo, one, way"
The Lord of the Rings: The Two Towers,6,6,0,0.19,"film, first, two, one, story, fellowship, still, much, gollum, frodo"
The Lost Bus,1,1,0,0.14,"real, life, it’s, quite, really, mcconaughey, bus, “kevin”, son, mother"
The Lost Daughter,1,1,0,0.12,"mental, health, full, analysis, explanation, lost, film, topic, goes, us"
The Lunchbox,1,1,0,0.01,"whole, time, im, watching, film, like, guy, stares, next, mr"
The Maltese Falcon,4,4,0,0.28,"film, spade, bogart, movie, cast, sam, well, one, time, humphrey"
The Man from Earth,4,4,0,0.21,"film, deeper, movie, reviews, instead, make, get, script, well, science"
The Man from U.N.C.L.E.,8,8,0,0.2,"man, cavill, uncle, movie, ‘the, uncle’, one, ritchie, films, espionage"
The Many Saints of Newark,1,1,0,0.03,"much, tony, even, many, really, know, soprano, michael, good, saints"
The Mask,3,3,0,0.14,"mask, jim, though, carreys, still, found, cameron, much, peter, diaz"
The Men Who Stare at Goats,1,1,0,0.12,"jeff, bridges, understand, might, think, film, still, like, considering, star"
The Mexican,2,2,0,0.1,"works, comedy, james, one, lot, would, silly, entertainment, emthe, mexicanem"
The Meyerowitz Stories (New and Selected),2,1,1,0.14,"family, one, almost, stiller, kind, good, also, film, fine, time"
The Mighty Ducks,1,1,0,0.28,"film, long, time, one, good, emthe, mighty, ducksem, ive, heard"
The Ministry of Ungentlemanly Warfare,4,4,0,0.17,"film, guy, team, raid, operation, like, ministry, ungentlemanly, warfare, winston"
The Mitchells vs the Machines,4,4,0,0.18,"movie, family, katie, one, film, fun, films, machines, rianda, animation"
The Monuments Men,1,1,0,0.13,"clooney, elite, art, war, perhaps, watch, george, starred, cowrote, directed"
The Mule,7,6,1,0.14,"stone, film, eastwood, mule, hes, well, first, –, character, one"
The Muppet Christmas Carol,3,3,0,0.17,"christmas, one, well, muppets, film, carol, version, story, like, today"
The Naked Gun: From the Files of Police Squad!,5,5,0,0.2,"nielsen, one, leslie, queen, comedy, presley, time, well, really, never"
The Neverending Story,2,2,0,0.24,"effects, film, young, time, bastian, one, well, actors, seeing, theme"
The Nice Guys,4,4,0,0.2,"black, comedy, two, years, guys, also, time, film, movie, 70s"
The Notebook,3,3,0,0.16,"james, story, young, rachel, one, couple, mcadams, ryan, gosling, marsden"
The Odd Life of Timothy Green,1,1,0,0.14,"odd, timothy, bring, lovely, emthe, life, greenem, well, intentioned, indeed"
The One I Love,1,1,0,0.22,"film, know, kind, unique, marriage, better, time, good, one, films"
The Other Boleyn Girl,1,1,0,0.17,"really, boleyn, film, enough, drama, except, isnt, much, girl, eric"
The Other Woman,1,0,1,0.0,"minutes, short, boring, decent, ending, though, emthe, womanem, failed, entertain"
The Outfit,5,5,0,0.19,"film, twists, shop, one, outfit, story, really, mark, rylance, course"
The Pacifier,1,1,0,0.15,"children, adults, cant, relate, would, go, crux, matter, middle, ground"
The Painted Veil,2,2,0,0.19,"movie, scene, seemed, story, kitty, film, like, enjoyed, one, didn’t"
The Parent Trap,3,3,0,0.18,"elizabeth, hallie, nick, annie, meredith, movie, girls, parents, film, one"
The Passion of the Christ,2,2,0,0.13,"little, us, bible, much, gibson, last, well, life, fact, times"
The Peanut Butter Falcon,4,4,0,0.37,"film, sweet, well, away, peanut, butter, falcon, become, rare, indie"
The Perks of Being a Wallflower,3,3,0,0.22,"movie, book, really, great, also, spiritual, experience, complex, sweet, story"
The Philadelphia Story,3,3,0,0.25,"film, stewart, time, cukor, one, best, grant, actors, great, tracy"
The Piano,3,3,0,0.18,"film, piano, ada, new, baines, good, husband, hunter, adas, campion"
The Pink Panther,3,2,1,0.08,"clouseau, sellers, quite, would, martin, character, film, actor, humor, films"
The Player,2,2,0,0.18,"film, one, good, us, many, also, robbins, he’s, watch, know"
The Pledge,1,1,0,0.04,"penn, jerry, pledge, nicholson, black, work, sean, dürrenmatts, wright, menges"
The Post,4,4,0,0.21,"film, post, think, cast, however, much, events, also, nixon, even"
The Power of the Dog,6,6,0,0.13,"george, phil, film, it’s, full, masculinity, benedict, cumberbatch, two, brothers"
The Prestige,5,5,0,0.22,"one, two, film, beginning, magic, well, seeing, nolan, going, way"
The Princess Bride,3,3,0,0.31,"princess, bride, film, quite, time, it’s, romance, love, tale, still"
The Princess Diaries,2,1,1,0.08,"also, good, watch, trope, character, would, feels, like, im, sure"
The Princess Diaries 2: Royal Engagement,2,2,0,0.16,"good, watch, one, also, princess, film, still, unless, really, boring"
The Princess and the Frog,4,4,0,0.14,"princess, animation, character, fine, 3, frog, though, disney, film, 15"
The Professor and the Madman,3,3,0,0.2,"little, story, dictionary, gibson, time, movie, really, interesting, mel, word"
The Proposal,3,3,0,0.19,"reynolds, bullock, film, see, time, still, didnt, sandra, ryan, comedy"
The Proposition,3,3,0,0.09,"movie, story, one, really, two, guy, charlie, bad, tell, way"
The Punisher,2,1,1,0.12,"punisher, movie, one, frank, revenge, story, thomas, jane, gangster, castle"
The Queen,1,1,0,0.16,"blair, rather, queen, elizabeth, helen, mirren, family, shannon, might, much"
The Quiet Man,2,2,0,0.22,"films, film, one, john, wayne, sometimes, good, ohara, rural, think"
The Raven,2,2,0,0.14,"poe, edgar, allan, works, one, movie, cusack, poes, good, evans"
The Reader,3,2,1,0.04,"young, story, kross, really, boy, winslet, read, two, also, film"
The Replacements,2,2,0,0.3,"movie, replacements, football, league, one, team, characters, story, shot, players"
The Report,3,3,0,0.16,"cia, report, film, intelligence, program, interrogation, cias, committee, detention, –"
The Rip,6,5,0,0.17,"rip, damon, affleck, film, like, im, one, still, movie, rating"
The Road,5,4,1,0.11,"film, world, road, viggo, mortensen, smitmcphee, son, survive, postapocalyptic, like"
The Road to El Dorado,1,1,0,0.16,"animation, watch, dreamworks, good, also, cant, time, based, movie, least"
The Roses,2,2,0,0.16,"one, comedy, ivy, two, film, even, new, production, theo, children"
The Royal Tenenbaums,1,1,0,0.55,"didnt, get, film, fundamental, level, humor, felt, kind, hamfisted, wasnt"
The Runaways,1,1,0,0.09,"film, runaways, band, story, one, joan, jett, much, cherie, though"
The Santa Clause,1,1,0,0.36,"film, allen, enough, satisfactory, christmas, emthe, santa, clauseem, starts, pretty"
The Santa Clause 2,1,1,0,0.26,"film, good, emthe, one, sequel, think, santa, clause, 2em, runs"
The Santa Clause 3: The Escape Clause,1,1,0,0.02,"im, actually, emthe, santa, clauseem, found, still, frost, way, well"
The Score,1,1,0,0.25,"still, great, goto, solid, heistthriller, features, two, performances, de, niro"
The Secret Life of Pets,4,4,0,0.16,"film, get, pets, hart, max, kids, life, story, day, secret"
The Secret Life of Walter Mitty,4,3,1,0.13,"boring, movie, get, story, enjoyable, performances, enjoyed, ben, given, mundane"
The Seven Year Itch,2,2,0,0.19,"monroe, ewell, better, little, though, wilders, tom, well, richard, calls"
The Shape of Water,8,7,1,0.17,"film, movie, story, del, also, well, best, really, creature, toro"
The Shawshank Redemption,20,18,0,0.33,"movie, film, prison, one, shawshank, redemption, story, life, every, people"
The Silence of the Lambs,7,7,0,0.18,"silence, lambs, film, movies, one, foster, lecter, hopkins, time, starling"
The Simpsons Movie,3,3,0,0.12,"simpsons, movie, really, actually, watch, well, never, get, even, interesting"
The Sisters Brothers,4,4,0,0.12,"film, brothers, one, eli, charlie, much, morris, also, sisters, rather"
The Sixth Sense,6,6,0,0.26,"film, best, really, sixth, sense, shyamalan, willis, osment, collette, child"
The Skeleton Twins,1,1,0,0.24,"movie, twins, film, attempt, one, wiig, characters, story, time, end"
The Social Network,4,3,1,0.14,"eisenberg, story, film, zuckerberg, social, network, best, garfield, facebook, one"
The Spectacular Now,1,1,0,0.09,"actors, without, miles, time, may, directors, way, nowhere, direction, script"
The Squid and the Whale,1,1,0,0.27,"eisenberg, comical, father, divorce, family, brooklyn, daniels, boys, hand, anna"
The Stanford Prison Experiment,3,3,0,0.1,"film, well, experiment, good, real, parts, first, get, time, similar"
The Station Agent,1,0,0,0.0,"peter, dinklage, leading, role, thats, need, know"
The Sting,3,3,0,0.42,"best, film, academy, award, winner, well, robert, like, films, two"
The Super Mario Bros. Movie,13,12,1,0.22,"mario, movie, film, super, game, bros, characters, good, like, big"
The Super Mario Galaxy Movie,10,9,1,0.18,"movie, mario, like, one, know, galaxy, film, games, really, bowser"
The Switch,1,1,0,0.31,"movie, really, watch, family, reconnection, fan, good, would, recommend, appropriate"
The Terminal,4,4,0,0.14,"airport, movie, story, terminal, it’s, man, us, hanks, human, country"
The Theory of Everything,4,4,0,0.31,"eddie, redmayne, story, well, theory, everything, hawking, felicity, jones, scientific"
The Third Man,5,2,3,0.06,"film, holly, noir, man, still, vienna, friend, harry, welles, story"
The Thursday Murder Club,2,2,0,0.12,"sir, like, quite, dame, look, one, much, without, it’s, go"
The Time Traveler's Wife,1,1,0,0.27,"mcadams, bana, rachel, man, chicago, eric, time, “the, film, reverent"
The Town,3,3,0,0.28,"affleck, film, good, well, town, one, action, us, way, hall"
The Treasure of the Sierra Madre,4,4,0,0.31,"film, huston, good, even, one, best, movie, bogart, john, –"
The Trial of the Chicago 7,5,5,0,0.15,"film, trial, one, time, sorkin, every, movie, chicago, viewer, judge"
The Truman Show,10,10,0,0.26,"truman, life, jim, carrey, reality, man, real, world, movie, one"
The Twilight Saga: Breaking Dawn - Part 1,1,1,0,0.19,"original, novel, may, seem, movie, totally, soap, opera, actually, terrific"
The Twilight Saga: New Moon,1,1,0,0.12,"better, think, first, lautner, bit, still, sightly, turgid, instalment, bella"
